location,camera,direction,time,car_5min,motorbike_5min,bus_5min,truck_5min,total_vehicles_5min,hour,minute,time_slot,is_morning_peak,is_evening_peak
RTOChowk,r1,UP,2026-09-10 09:35:00,66,94,10,24,194,9,35,09:35-40,1,0
RTOChowk,r1,UP,2026-09-10 09:40:00,77,113,20,35,245,9,40,09:40-45,1,0
RTOChowk,r1,UP,2026-09-10 09:45:00,63,104,13,19,199,9,45,09:45-50,1,0
RTOChowk,r1,UP,2026-09-10 09:50:00,90,119,17,21,247,9,50,09:50-55,1,0
RTOChowk,r1,UP,2026-09-10 09:55:00,66,108,10,29,213,9,55,09:55-00,1,0
RTOChowk,r1,UP,2026-09-10 10:00:00,77,99,15,19,210,10,0,10:00-05,1,0
RTOChowk,r1,UP,2026-09-10 10:05:00,75,117,20,28,240,10,5,10:05-10,1,0
RTOChowk,r1,DOWN,2026-09-10 07:00:00,46,67,7,20,140,7,0,07:00-05,0,0
RTOChowk,r1,DOWN,2026-09-10 07:05:00,47,63,10,5,125,7,5,07:05-10,0,0
RTOChowk,r1,DOWN,2026-09-10 07:10:00,43,63,6,19,131,7,10,07:10-15,0,0
RTOChowk,r1,DOWN,2026-09-10 07:15:00,46,66,6,10,128,7,15,07:15-20,0,0
RTOChowk,r1,DOWN,2026-09-10 07:20:00,45,77,9,21,152,7,20,07:20-25,0,0
RTOChowk,r1,DOWN,2026-09-10 07:25:00,42,69,11,10,132,7,25,07:25-30,0,0
RTOChowk,r1,DOWN,2026-09-10 07:30:00,43,65,7,18,133,7,30,07:30-35,0,0
RTOChowk,r1,DOWN,2026-09-10 07:35:00,46,65,10,11,132,7,35,07:35-40,0,0
RTOChowk,r1,DOWN,2026-09-10 07:40:00,48,68,11,9,136,7,40,07:40-45,0,0
RTOChowk,r1,DOWN,2026-09-10 07:45:00,50,70,10,13,143,7,45,07:45-50,0,0
RTOChowk,r1,DOWN,2026-09-10 07:50:00,52,64,10,12,138,7,50,07:50-55,0,0
RTOChowk,r1,DOWN,2026-09-10 07:55:00,46,76,11,11,144,7,55,07:55-00,0,0
RTOChowk,r1,DOWN,2026-09-10 08:00:00,85,111,20,20,236,8,0,08:00-05,1,0
RTOChowk,r1,DOWN,2026-09-10 08:05:00,79,113,16,9,217,8,5,08:05-10,1,0
RTOChowk,r1,DOWN,2026-09-10 08:10:00,74,109,19,10,212,8,10,08:10-15,1,0
RTOChowk,r1,DOWN,2026-09-10 08:15:00,68,98,13,26,205,8,15,08:15-20,1,0
RTOChowk,r1,DOWN,2026-09-10 08:20:00,78,125,19,27,249,8,20,08:20-25,1,0
RTOChowk,r1,DOWN,2026-09-10 08:25:00,79,110,18,24,231,8,25,08:25-30,1,0
RTOChowk,r1,DOWN,2026-09-10 08:30:00,90,122,20,13,245,8,30,08:30-35,1,0
RTOChowk,r1,DOWN,2026-09-10 08:35:00,66,112,11,23,212,8,35,08:35-40,1,0
RTOChowk,r1,DOWN,2026-09-10 08:40:00,84,122,13,15,234,8,40,08:40-45,1,0
RTOChowk,r1,DOWN,2026-09-10 08:45:00,76,120,12,26,234,8,45,08:45-50,1,0
RTOChowk,r1,DOWN,2026-09-10 08:50:00,75,101,13,20,209,8,50,08:50-55,1,0
RTOChowk,r1,DOWN,2026-09-10 08:55:00,79,118,20,29,246,8,55,08:55-00,1,0
RTOChowk,r1,DOWN,2026-09-10 09:00:00,72,98,10,14,194,9,0,09:00-05,1,0
RTOChowk,r1,DOWN,2026-09-10 09:05:00,78,122,19,12,231,9,5,09:05-10,1,0
RTOChowk,r1,DOWN,2026-09-10 09:10:00,79,99,11,26,215,9,10,09:10-15,1,0
RTOChowk,r1,DOWN,2026-09-10 09:15:00,77,111,17,29,234,9,15,09:15-20,1,0
RTOChowk,r1,DOWN,2026-09-10 09:20:00,85,116,19,20,240,9,20,09:20-25,1,0
RTOChowk,r1,DOWN,2026-09-10 09:25:00,75,107,12,22,216,9,25,09:25-30,1,0
RTOChowk,r1,DOWN,2026-09-10 09:30:00,80,107,12,25,224,9,30,09:30-35,1,0
RTOChowk,r1,DOWN,2026-09-10 09:35:00,75,116,18,15,224,9,35,09:35-40,1,0
RTOChowk,r1,DOWN,2026-09-10 09:40:00,81,124,21,18,244,9,40,09:40-45,1,0
RTOChowk,r1,DOWN,2026-09-10 09:45:00,71,116,13,37,237,9,45,09:45-50,1,0
RTOChowk,r1,DOWN,2026-09-10 09:50:00,81,108,12,22,223,9,50,09:50-55,1,0
RTOChowk,r1,DOWN,2026-09-10 09:55:00,79,116,13,19,227,9,55,09:55-00,1,0
RTOChowk,r1,DOWN,2026-09-10 10:00:00,72,103,16,29,220,10,0,10:00-05,1,0
RTOChowk,r1,DOWN,2026-09-10 10:05:00,77,100,13,22,212,10,5,10:05-10,1,0
RTOChowk,r1,LEFT,2026-09-10 07:00:00,32,49,8,9,98,7,0,07:00-05,0,0
RTOChowk,r1,LEFT,2026-09-10 07:05:00,36,60,9,7,112,7,5,07:05-10,0,0
RTOChowk,r1,LEFT,2026-09-10 07:10:00,36,52,6,4,98,7,10,07:10-15,0,0
RTOChowk,r1,LEFT,2026-09-10 07:15:00,37,49,5,13,104,7,15,07:15-20,0,0
RTOChowk,r1,LEFT,2026-09-10 07:20:00,32,47,7,14,100,7,20,07:20-25,0,0
RTOChowk,r1,LEFT,2026-09-10 07:25:00,33,42,5,11,91,7,25,07:25-30,0,0
RTOChowk,r1,LEFT,2026-09-10 07:30:00,34,53,7,5,99,7,30,07:30-35,0,0
RTOChowk,r1,LEFT,2026-09-10 07:35:00,35,46,6,13,100,7,35,07:35-40,0,0
RTOChowk,r1,LEFT,2026-09-10 07:40:00,29,46,7,12,94,7,40,07:40-45,0,0
RTOChowk,r1,LEFT,2026-09-10 07:45:00,34,54,8,11,107,7,45,07:45-50,0,0
RTOChowk,r1,LEFT,2026-09-10 07:50:00,30,49,8,11,98,7,50,07:50-55,0,0
RTOChowk,r1,LEFT,2026-09-10 07:55:00,34,44,5,13,96,7,55,07:55-00,0,0
RTOChowk,r1,LEFT,2026-09-10 08:00:00,52,78,10,26,166,8,0,08:00-05,1,0
RTOChowk,r1,LEFT,2026-09-10 08:05:00,52,83,12,19,166,8,5,08:05-10,1,0
RTOChowk,r1,LEFT,2026-09-10 08:10:00,50,80,14,17,161,8,10,08:10-15,1,0
RTOChowk,r1,LEFT,2026-09-10 08:15:00,49,80,12,24,165,8,15,08:15-20,1,0
RTOChowk,r1,LEFT,2026-09-10 08:20:00,56,92,9,23,180,8,20,08:20-25,1,0
RTOChowk,r1,LEFT,2026-09-10 08:25:00,53,75,8,14,150,8,25,08:25-30,1,0
RTOChowk,r1,LEFT,2026-09-10 08:30:00,52,87,11,12,162,8,30,08:30-35,1,0
RTOChowk,r1,LEFT,2026-09-10 08:35:00,53,80,8,30,171,8,35,08:35-40,1,0
RTOChowk,r1,LEFT,2026-09-10 08:40:00,56,76,8,17,157,8,40,08:40-45,1,0
RTOChowk,r1,LEFT,2026-09-10 08:45:00,55,94,15,18,182,8,45,08:45-50,1,0
RTOChowk,r1,LEFT,2026-09-10 08:50:00,53,77,11,18,159,8,50,08:50-55,1,0
RTOChowk,r1,LEFT,2026-09-10 08:55:00,47,82,12,15,156,8,55,08:55-00,1,0
RTOChowk,r1,LEFT,2026-09-10 09:00:00,53,89,10,15,167,9,0,09:00-05,1,0
RTOChowk,r1,LEFT,2026-09-10 09:05:00,62,91,13,7,173,9,5,09:05-10,1,0
RTOChowk,r1,LEFT,2026-09-10 09:10:00,49,84,14,17,164,9,10,09:10-15,1,0
RTOChowk,r1,LEFT,2026-09-10 09:15:00,52,74,11,20,157,9,15,09:15-20,1,0
RTOChowk,r1,LEFT,2026-09-10 09:20:00,55,79,10,24,168,9,20,09:20-25,1,0
RTOChowk,r1,LEFT,2026-09-10 09:25:00,51,67,12,16,146,9,25,09:25-30,1,0
RTOChowk,r1,LEFT,2026-09-10 09:30:00,51,89,11,17,168,9,30,09:30-35,1,0
RTOChowk,r1,LEFT,2026-09-10 09:35:00,51,74,10,26,161,9,35,09:35-40,1,0
RTOChowk,r1,LEFT,2026-09-10 09:40:00,54,81,11,11,157,9,40,09:40-45,1,0
RTOChowk,r1,LEFT,2026-09-10 09:45:00,51,78,9,8,146,9,45,09:45-50,1,0
RTOChowk,r1,LEFT,2026-09-10 09:50:00,51,67,8,19,145,9,50,09:50-55,1,0
RTOChowk,r1,LEFT,2026-09-10 09:55:00,56,78,10,16,160,9,55,09:55-00,1,0
RTOChowk,r1,LEFT,2026-09-10 10:00:00,51,91,12,16,170,10,0,10:00-05,1,0
RTOChowk,r1,LEFT,2026-09-10 10:05:00,55,70,12,13,150,10,5,10:05-10,1,0
RTOChowk,r1,RIGHT,2026-09-10 07:00:00,32,51,9,11,103,7,0,07:00-05,0,0
RTOChowk,r1,RIGHT,2026-09-10 07:05:00,31,45,7,16,99,7,5,07:05-10,0,0
RTOChowk,r1,RIGHT,2026-09-10 07:10:00,34,47,6,9,96,7,10,07:10-15,0,0
RTOChowk,r1,RIGHT,2026-09-10 07:15:00,34,54,5,11,104,7,15,07:15-20,0,0
RTOChowk,r1,RIGHT,2026-09-10 07:20:00,29,42,6,13,90,7,20,07:20-25,0,0
RTOChowk,r1,RIGHT,2026-09-10 07:25:00,31,46,7,17,101,7,25,07:25-30,0,0
RTOChowk,r1,RIGHT,2026-09-10 07:30:00,30,48,7,11,96,7,30,07:30-35,0,0
RTOChowk,r1,RIGHT,2026-09-10 07:35:00,31,51,5,10,97,7,35,07:35-40,0,0
RTOChowk,r1,RIGHT,2026-09-10 07:40:00,35,51,7,9,102,7,40,07:40-45,0,0
RTOChowk,r1,RIGHT,2026-09-10 07:45:00,38,55,5,10,108,7,45,07:45-50,0,0
RTOChowk,r1,RIGHT,2026-09-10 07:50:00,37,49,8,7,101,7,50,07:50-55,0,0
RTOChowk,r1,RIGHT,2026-09-10 07:55:00,32,46,7,11,96,7,55,07:55-00,0,0
RTOChowk,r1,RIGHT,2026-09-10 08:00:00,60,79,13,17,169,8,0,08:00-05,1,0
RTOChowk,r1,RIGHT,2026-09-10 08:05:00,57,76,9,22,164,8,5,08:05-10,1,0
RTOChowk,r1,RIGHT,2026-09-10 08:10:00,62,85,13,13,173,8,10,08:10-15,1,0
RTOChowk,r1,RIGHT,2026-09-10 08:15:00,52,73,13,19,157,8,15,08:15-20,1,0
RTOChowk,r1,RIGHT,2026-09-10 08:20:00,57,88,12,13,170,8,20,08:20-25,1,0
RTOChowk,r1,RIGHT,2026-09-10 08:25:00,46,79,10,14,149,8,25,08:25-30,1,0
RTOChowk,r1,RIGHT,2026-09-10 08:30:00,58,85,11,5,159,8,30,08:30-35,1,0
RTOChowk,r1,RIGHT,2026-09-10 08:35:00,60,81,9,12,162,8,35,08:35-40,1,0
RTOChowk,r1,RIGHT,2026-09-10 08:40:00,48,68,10,20,146,8,40,08:40-45,1,0
RTOChowk,r1,RIGHT,2026-09-10 08:45:00,52,81,10,11,154,8,45,08:45-50,1,0
RTOChowk,r1,RIGHT,2026-09-10 08:50:00,60,97,16,14,187,8,50,08:50-55,1,0
RTOChowk,r1,RIGHT,2026-09-10 08:55:00,53,85,8,13,159,8,55,08:55-00,1,0
RTOChowk,r1,RIGHT,2026-09-10 09:00:00,47,76,11,13,147,9,0,09:00-05,1,0
RTOChowk,r1,RIGHT,2026-09-10 09:05:00,61,90,15,6,172,9,5,09:05-10,1,0
RTOChowk,r1,RIGHT,2026-09-10 09:10:00,50,80,10,17,157,9,10,09:10-15,1,0
RTOChowk,r1,RIGHT,2026-09-10 09:15:00,59,80,11,7,157,9,15,09:15-20,1,0
RTOChowk,r1,RIGHT,2026-09-10 09:20:00,57,90,9,19,175,9,20,09:20-25,1,0
RTOChowk,r1,RIGHT,2026-09-10 09:25:00,53,77,11,18,159,9,25,09:25-30,1,0
RTOChowk,r1,RIGHT,2026-09-10 09:30:00,57,81,9,9,156,9,30,09:30-35,1,0
RTOChowk,r1,RIGHT,2026-09-10 09:35:00,55,80,10,7,152,9,35,09:35-40,1,0
RTOChowk,r1,RIGHT,2026-09-10 09:40:00,53,86,13,17,169,9,40,09:40-45,1,0
RTOChowk,r1,RIGHT,2026-09-10 09:45:00,52,77,9,25,163,9,45,09:45-50,1,0
RTOChowk,r1,RIGHT,2026-09-10 09:50:00,61,83,8,20,172,9,50,09:50-55,1,0
RTOChowk,r1,RIGHT,2026-09-10 09:55:00,45,77,12,14,148,9,55,09:55-00,1,0
RTOChowk,r1,RIGHT,2026-09-10 10:00:00,55,83,9,14,161,10,0,10:00-05,1,0
RTOChowk,r1,RIGHT,2026-09-10 10:05:00,50,73,8,9,140,10,5,10:05-10,1,0
RTOChowk,r2,UP,2026-09-10 07:00:00,48,62,11,7,128,7,0,07:00-05,0,0
RTOChowk,r2,UP,2026-09-10 07:05:00,41,58,6,16,121,7,5,07:05-10,0,0
RTOChowk,r2,UP,2026-09-10 07:10:00,51,73,11,5,140,7,10,07:10-15,0,0
RTOChowk,r2,UP,2026-09-10 07:15:00,54,81,11,7,153,7,15,07:15-20,0,0
RTOChowk,r2,UP,2026-09-10 07:20:00,50,71,12,7,140,7,20,07:20-25,0,0
RTOChowk,r2,UP,2026-09-10 07:25:00,39,61,9,18,127,7,25,07:25-30,0,0
RTOChowk,r2,UP,2026-09-10 07:30:00,46,71,9,16,142,7,30,07:30-35,0,0
RTOChowk,r2,UP,2026-09-10 07:35:00,45,73,10,17,145,7,35,07:35-40,0,0
RTOChowk,r2,UP,2026-09-10 07:40:00,43,72,7,18,140,7,40,07:40-45,0,0
RTOChowk,r2,UP,2026-09-10 07:45:00,45,72,13,19,149,7,45,07:45-50,0,0
RTOChowk,r2,UP,2026-09-10 07:50:00,44,64,8,13,129,7,50,07:50-55,0,0
RTOChowk,r2,UP,2026-09-10 07:55:00,42,67,7,14,130,7,55,07:55-00,0,0
RTOChowk,r2,UP,2026-09-10 08:00:00,75,114,16,23,228,8,0,08:00-05,1,0
RTOChowk,r2,UP,2026-09-10 08:05:00,73,107,13,38,231,8,5,08:05-10,1,0
RTOChowk,r2,UP,2026-09-10 08:10:00,78,104,15,21,218,8,10,08:10-15,1,0
RTOChowk,r2,UP,2026-09-10 08:15:00,87,128,21,2,238,8,15,08:15-20,1,0
RTOChowk,r2,UP,2026-09-10 08:20:00,92,123,18,16,249,8,20,08:20-25,1,0
RTOChowk,r2,UP,2026-09-10 08:25:00,85,115,17,9,226,8,25,08:25-30,1,0
RTOChowk,r2,UP,2026-09-10 08:30:00,69,112,15,14,210,8,30,08:30-35,1,0
RTOChowk,r2,UP,2026-09-10 08:35:00,95,124,21,17,257,8,35,08:35-40,1,0
RTOChowk,r2,UP,2026-09-10 08:40:00,62,101,17,25,205,8,40,08:40-45,1,0
RTOChowk,r2,UP,2026-09-10 08:45:00,83,116,21,25,245,8,45,08:45-50,1,0
RTOChowk,r2,UP,2026-09-10 08:50:00,73,123,12,37,245,8,50,08:50-55,1,0
RTOChowk,r2,UP,2026-09-10 08:55:00,94,133,21,12,260,8,55,08:55-00,1,0
RTOChowk,r2,UP,2026-09-10 09:00:00,78,110,19,12,219,9,0,09:00-05,1,0
RTOChowk,r2,UP,2026-09-10 09:05:00,80,119,20,10,229,9,5,09:05-10,1,0
RTOChowk,r2,UP,2026-09-10 09:10:00,73,111,12,29,225,9,10,09:10-15,1,0
RTOChowk,r2,UP,2026-09-10 09:15:00,78,100,15,23,216,9,15,09:15-20,1,0
RTOChowk,r2,UP,2026-09-10 09:20:00,71,103,16,25,215,9,20,09:20-25,1,0
RTOChowk,r2,UP,2026-09-10 09:25:00,66,108,16,30,220,9,25,09:25-30,1,0
RTOChowk,r2,UP,2026-09-10 09:30:00,73,103,14,13,203,9,30,09:30-35,1,0
RTOChowk,r2,UP,2026-09-10 09:35:00,67,113,19,21,220,9,35,09:35-40,1,0
RTOChowk,r2,UP,2026-09-10 09:40:00,75,119,19,34,247,9,40,09:40-45,1,0
RTOChowk,r2,UP,2026-09-10 09:45:00,80,119,18,25,242,9,45,09:45-50,1,0
RTOChowk,r2,UP,2026-09-10 09:50:00,68,97,16,25,206,9,50,09:50-55,1,0
RTOChowk,r2,UP,2026-09-10 09:55:00,85,114,12,17,228,9,55,09:55-00,1,0
RTOChowk,r2,UP,2026-09-10 10:00:00,75,109,13,13,210,10,0,10:00-05,1,0
RTOChowk,r2,DOWN,2026-09-10 07:00:00,41,64,8,7,120,7,0,07:00-05,0,0
RTOChowk,r2,DOWN,2026-09-10 07:05:00,48,71,12,10,141,7,5,07:05-10,0,0
RTOChowk,r2,DOWN,2026-09-10 07:10:00,50,67,12,11,140,7,10,07:10-15,0,0
RTOChowk,r2,DOWN,2026-09-10 07:15:00,45,68,7,14,134,7,15,07:15-20,0,0
RTOChowk,r2,DOWN,2026-09-10 07:20:00,54,70,8,16,148,7,20,07:20-25,0,0
RTOChowk,r2,DOWN,2026-09-10 07:25:00,54,77,12,4,147,7,25,07:25-30,0,0
RTOChowk,r2,DOWN,2026-09-10 07:30:00,52,84,11,9,156,7,30,07:30-35,0,0
RTOChowk,r2,DOWN,2026-09-10 07:35:00,49,65,9,16,139,7,35,07:35-40,0,0
RTOChowk,r2,DOWN,2026-09-10 07:40:00,44,69,10,20,143,7,40,07:40-45,0,0
RTOChowk,r2,DOWN,2026-09-10 07:45:00,49,80,10,12,151,7,45,07:45-50,0,0
RTOChowk,r2,DOWN,2026-09-10 07:50:00,48,75,10,15,148,7,50,07:50-55,0,0
RTOChowk,r2,DOWN,2026-09-10 07:55:00,43,63,6,19,131,7,55,07:55-00,0,0
RTOChowk,r2,DOWN,2026-09-10 08:00:00,69,105,17,28,219,8,0,08:00-05,1,0
RTOChowk,r2,DOWN,2026-09-10 08:05:00,70,92,16,19,197,8,5,08:05-10,1,0
RTOChowk,r2,DOWN,2026-09-10 08:10:00,77,117,14,29,237,8,10,08:10-15,1,0
RTOChowk,r2,DOWN,2026-09-10 08:15:00,79,109,18,10,216,8,15,08:15-20,1,0
RTOChowk,r2,DOWN,2026-09-10 08:20:00,76,104,13,29,222,8,20,08:20-25,1,0
RTOChowk,r2,DOWN,2026-09-10 08:25:00,69,107,16,38,230,8,25,08:25-30,1,0
RTOChowk,r2,DOWN,2026-09-10 08:30:00,76,102,14,29,221,8,30,08:30-35,1,0
RTOChowk,r2,DOWN,2026-09-10 08:35:00,67,98,17,14,196,8,35,08:35-40,1,0
RTOChowk,r2,DOWN,2026-09-10 08:40:00,74,103,13,17,207,8,40,08:40-45,1,0
RTOChowk,r2,DOWN,2026-09-10 08:45:00,74,119,15,22,230,8,45,08:45-50,1,0
RTOChowk,r2,DOWN,2026-09-10 08:50:00,83,126,17,26,252,8,50,08:50-55,1,0
RTOChowk,r2,DOWN,2026-09-10 08:55:00,72,109,11,17,209,8,55,08:55-00,1,0
RTOChowk,r2,DOWN,2026-09-10 09:00:00,66,99,11,23,199,9,0,09:00-05,1,0
RTOChowk,r2,DOWN,2026-09-10 09:05:00,88,132,17,10,247,9,5,09:05-10,1,0
RTOChowk,r2,DOWN,2026-09-10 09:10:00,69,106,15,28,218,9,10,09:10-15,1,0
RTOChowk,r2,DOWN,2026-09-10 09:15:00,75,110,20,34,239,9,15,09:15-20,1,0
RTOChowk,r2,DOWN,2026-09-10 09:20:00,77,112,15,27,231,9,20,09:20-25,1,0
RTOChowk,r2,DOWN,2026-09-10 09:25:00,95,130,18,25,268,9,25,09:25-30,1,0
RTOChowk,r2,DOWN,2026-09-10 09:30:00,87,125,14,12,238,9,30,09:30-35,1,0
RTOChowk,r2,DOWN,2026-09-10 09:35:00,71,110,16,19,216,9,35,09:35-40,1,0
RTOChowk,r2,DOWN,2026-09-10 09:40:00,76,117,14,16,223,9,40,09:40-45,1,0
RTOChowk,r2,DOWN,2026-09-10 09:45:00,89,117,16,19,241,9,45,09:45-50,1,0
RTOChowk,r2,DOWN,2026-09-10 09:50:00,74,107,15,19,215,9,50,09:50-55,1,0
RTOChowk,r2,DOWN,2026-09-10 09:55:00,81,107,13,30,231,9,55,09:55-00,1,0
RTOChowk,r2,DOWN,2026-09-10 10:00:00,76,110,18,28,232,10,0,10:00-05,1,0
RTOChowk,r2,LEFT,2026-09-10 07:00:00,37,54,7,6,104,7,0,07:00-05,0,0
RTOChowk,r2,LEFT,2026-09-10 07:05:00,32,51,5,16,104,7,5,07:05-10,0,0
RTOChowk,r2,LEFT,2026-09-10 07:10:00,34,46,5,16,101,7,10,07:10-15,0,0
RTOChowk,r2,LEFT,2026-09-10 07:15:00,30,50,7,12,99,7,15,07:15-20,0,0
RTOChowk,r2,LEFT,2026-09-10 07:20:00,39,50,7,10,106,7,20,07:20-25,0,0
RTOChowk,r2,LEFT,2026-09-10 07:25:00,31,52,8,12,103,7,25,07:25-30,0,0
RTOChowk,r2,LEFT,2026-09-10 07:30:00,32,45,8,13,98,7,30,07:30-35,0,0
RTOChowk,r2,LEFT,2026-09-10 07:35:00,30,50,7,9,96,7,35,07:35-40,0,0
RTOChowk,r2,LEFT,2026-09-10 07:40:00,28,47,6,10,91,7,40,07:40-45,0,0
RTOChowk,r2,LEFT,2026-09-10 07:45:00,33,44,5,11,93,7,45,07:45-50,0,0
RTOChowk,r2,LEFT,2026-09-10 07:50:00,30,44,4,14,92,7,50,07:50-55,0,0
RTOChowk,r2,LEFT,2026-09-10 07:55:00,37,49,7,10,103,7,55,07:55-00,0,0
RTOChowk,r2,LEFT,2026-09-10 08:00:00,53,73,11,20,157,8,0,08:00-05,1,0
RTOChowk,r2,LEFT,2026-09-10 08:05:00,59,76,11,19,165,8,5,08:05-10,1,0
RTOChowk,r2,LEFT,2026-09-10 08:10:00,59,80,14,19,172,8,10,08:10-15,1,0
RTOChowk,r2,LEFT,2026-09-10 08:15:00,61,90,12,8,171,8,15,08:15-20,1,0
RTOChowk,r2,LEFT,2026-09-10 08:20:00,51,69,8,23,151,8,20,08:20-25,1,0
RTOChowk,r2,LEFT,2026-09-10 08:25:00,58,84,10,9,161,8,25,08:25-30,1,0
RTOChowk,r2,LEFT,2026-09-10 08:30:00,51,76,7,12,146,8,30,08:30-35,1,0
RTOChowk,r2,LEFT,2026-09-10 08:35:00,51,71,9,21,152,8,35,08:35-40,1,0
RTOChowk,r2,LEFT,2026-09-10 08:40:00,55,89,9,15,168,8,40,08:40-45,1,0
RTOChowk,r2,LEFT,2026-09-10 08:45:00,56,80,11,8,155,8,45,08:45-50,1,0
RTOChowk,r2,LEFT,2026-09-10 08:50:00,57,83,10,13,163,8,50,08:50-55,1,0
RTOChowk,r2,LEFT,2026-09-10 08:55:00,50,79,12,22,163,8,55,08:55-00,1,0
RTOChowk,r2,LEFT,2026-09-10 09:00:00,53,80,9,20,162,9,0,09:00-05,1,0
RTOChowk,r2,LEFT,2026-09-10 09:05:00,66,95,12,12,185,9,5,09:05-10,1,0
RTOChowk,r2,LEFT,2026-09-10 09:10:00,56,80,9,20,165,9,10,09:10-15,1,0
RTOChowk,r2,LEFT,2026-09-10 09:15:00,49,72,11,18,150,9,15,09:15-20,1,0
RTOChowk,r2,LEFT,2026-09-10 09:20:00,57,82,10,11,160,9,20,09:20-25,1,0
RTOChowk,r2,LEFT,2026-09-10 09:25:00,43,72,8,17,140,9,25,09:25-30,1,0
RTOChowk,r2,LEFT,2026-09-10 09:30:00,54,77,12,11,154,9,30,09:30-35,1,0
RTOChowk,r2,LEFT,2026-09-10 09:35:00,63,79,8,18,168,9,35,09:35-40,1,0
RTOChowk,r2,LEFT,2026-09-10 09:40:00,56,89,8,15,168,9,40,09:40-45,1,0
RTOChowk,r2,LEFT,2026-09-10 09:45:00,50,79,8,29,166,9,45,09:45-50,1,0
RTOChowk,r2,LEFT,2026-09-10 09:50:00,47,70,10,11,138,9,50,09:50-55,1,0
RTOChowk,r2,LEFT,2026-09-10 09:55:00,69,93,15,7,184,9,55,09:55-00,1,0
RTOChowk,r2,LEFT,2026-09-10 10:00:00,54,73,12,16,155,10,0,10:00-05,1,0
RTOChowk,r2,RIGHT,2026-09-10 07:00:00,28,45,7,15,95,7,0,07:00-05,0,0
RTOChowk,r2,RIGHT,2026-09-10 07:05:00,29,45,5,17,96,7,5,07:05-10,0,0
RTOChowk,r2,RIGHT,2026-09-10 07:10:00,31,46,8,15,100,7,10,07:10-15,0,0
RTOChowk,r2,RIGHT,2026-09-10 07:15:00,35,50,7,10,102,7,15,07:15-20,0,0
RTOChowk,r2,RIGHT,2026-09-10 07:20:00,28,48,5,13,94,7,20,07:20-25,0,0
RTOChowk,r2,RIGHT,2026-09-10 07:25:00,32,52,8,6,98,7,25,07:25-30,0,0
RTOChowk,r2,RIGHT,2026-09-10 07:30:00,39,54,6,15,114,7,30,07:30-35,0,0
RTOChowk,r2,RIGHT,2026-09-10 07:35:00,36,52,5,16,109,7,35,07:35-40,0,0
RTOChowk,r2,RIGHT,2026-09-10 07:40:00,31,45,8,13,97,7,40,07:40-45,0,0
RTOChowk,r2,RIGHT,2026-09-10 07:45:00,38,56,7,5,106,7,45,07:45-50,0,0
RTOChowk,r2,RIGHT,2026-09-10 07:50:00,31,43,6,4,84,7,50,07:50-55,0,0
RTOChowk,r2,RIGHT,2026-09-10 07:55:00,34,54,6,8,102,7,55,07:55-00,0,0
RTOChowk,r2,RIGHT,2026-09-10 08:00:00,43,72,7,21,143,8,0,08:00-05,1,0
RTOChowk,r2,RIGHT,2026-09-10 08:05:00,62,95,10,10,177,8,5,08:05-10,1,0
RTOChowk,r2,RIGHT,2026-09-10 08:10:00,63,82,11,13,169,8,10,08:10-15,1,0
RTOChowk,r2,RIGHT,2026-09-10 08:15:00,56,88,14,26,184,8,15,08:15-20,1,0
RTOChowk,r2,RIGHT,2026-09-10 08:20:00,50,86,14,14,164,8,20,08:20-25,1,0
RTOChowk,r2,RIGHT,2026-09-10 08:25:00,48,80,13,11,152,8,25,08:25-30,1,0
RTOChowk,r2,RIGHT,2026-09-10 08:30:00,61,84,11,8,164,8,30,08:30-35,1,0
RTOChowk,r2,RIGHT,2026-09-10 08:35:00,53,89,9,17,168,8,35,08:35-40,1,0
RTOChowk,r2,RIGHT,2026-09-10 08:40:00,62,86,10,22,180,8,40,08:40-45,1,0
RTOChowk,r2,RIGHT,2026-09-10 08:45:00,64,93,13,12,182,8,45,08:45-50,1,0
RTOChowk,r2,RIGHT,2026-09-10 08:50:00,61,92,9,16,178,8,50,08:50-55,1,0
RTOChowk,r2,RIGHT,2026-09-10 08:55:00,55,73,12,7,147,8,55,08:55-00,1,0
RTOChowk,r2,RIGHT,2026-09-10 09:00:00,55,86,14,9,164,9,0,09:00-05,1,0
RTOChowk,r2,RIGHT,2026-09-10 09:05:00,58,81,8,23,170,9,5,09:05-10,1,0
RTOChowk,r2,RIGHT,2026-09-10 09:10:00,53,82,11,12,158,9,10,09:10-15,1,0
RTOChowk,r2,RIGHT,2026-09-10 09:15:00,47,77,13,14,151,9,15,09:15-20,1,0
RTOChowk,r2,RIGHT,2026-09-10 09:20:00,54,83,12,13,162,9,20,09:20-25,1,0
RTOChowk,r2,RIGHT,2026-09-10 09:25:00,55,86,12,17,170,9,25,09:25-30,1,0
RTOChowk,r2,RIGHT,2026-09-10 09:30:00,56,78,9,20,163,9,30,09:30-35,1,0
RTOChowk,r2,RIGHT,2026-09-10 09:35:00,49,71,8,19,147,9,35,09:35-40,1,0
RTOChowk,r2,RIGHT,2026-09-10 09:40:00,54,85,13,13,165,9,40,09:40-45,1,0
RTOChowk,r2,RIGHT,2026-09-10 09:45:00,55,75,9,22,161,9,45,09:45-50,1,0
RTOChowk,r2,RIGHT,2026-09-10 09:50:00,54,79,10,26,169,9,50,09:50-55,1,0
RTOChowk,r2,RIGHT,2026-09-10 09:55:00,57,71,8,16,152,9,55,09:55-00,1,0
